,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
17622,17622,department store,f84f8576,394900,"355,000","71,000","5,000",denied,0,26/07/2021,NA,nat cat,5254,,,,,,,
17623,17623,department store,a151f27b,251300,"402,000","80,000","2,000",under investigation,0,30/07/2021,NA,fire,6191,,,,,,,
17624,17624,department store,c0ce64d5,356200,"564,000","113,000","2,000",settled,354200,18/08/2020,16/11/2020,water damage,8610,,,,,,,
17625,17625,department store,e1800aa9,493400,"197,000","39,000","5,000",settled,488400,26/12/2022,26/03/2023,water damage,3148,,,,,,,
17626,17626,department store,8aabe939,969300,"190,000","38,000","2,000",open,20000,06/02/2021,07/05/2021,theft,2893,,,,,,,
17627,17627,department store,98012cef,412900,"187,000","37,000","5,000",settled,407900,11/04/2020,10/07/2020,fire,2814,,,,,,,
17628,17628,department store,18d40054,268300,"572,000","114,000","5,000",under investigation,0,27/06/2021,NA,fire,8661,,,,,,,
17629,17629,department store,21779675,392700,"720,000","144,000","2,000",under investigation,0,18/06/2023,NA,fire,10870,,,,,,,
17630,17630,department store,0954277b,312200,"216,000","43,000","5,000",settled,307200,13/06/2022,11/09/2022,water damage,3398,,,,,,,
17631,17631,department store,7f5f5015,405900,"415,000","83,000","2,000",settled,403900,09/10/2019,07/01/2020,fire,6237,,,,,,,
17632,17632,department store,83c2e7c0,601200,"540,000","108,000","5,000",settled,596200,23/09/2021,22/12/2021,fire,8222,,,,,,,
17633,17633,department store,2f54a47a,722300,"454,000","91,000","2,000",settled,720300,05/11/2019,03/02/2020,nat cat,6796,,,,,,,
17634,17634,department store,4c74ef80,368800,"340,000","68,000","2,000",settled,366800,01/10/2020,30/12/2020,nat cat,5057,,,,,,,
17635,17635,department store,f59adf71,442100,"413,000","83,000","2,000",denied,0,20/06/2019,NA,fire,6326,,,,,,,
17636,17636,department store,1ffb47da,284200,"438,000","88,000","2,000",settled,282200,01/04/2023,30/06/2023,fire,6499,,,,,,,
17637,17637,department store,3e317e1c,251000,"502,000",1e+05,"5,000",open,20000,23/05/2021,21/08/2021,theft,7475,,,,,,,
17638,17638,department store,8b70b499,601900,"713,000","143,000","2,000",settled,599900,11/12/2021,11/03/2022,fire,10554,,,,,,,
17639,17639,department store,2014cc88,227600,"101,000","20,000","5,000",settled,222600,15/04/2023,14/07/2023,fire,1618,,,,,,,
17640,17640,department store,bd166b9c,583200,"353,000","71,000","5,000",settled,578200,03/08/2019,01/11/2019,fire,5224,,,,,,,
17641,17641,department store,61fa2a46,515200,"578,000","116,000","5,000",settled,510200,03/04/2020,02/07/2020,nat cat,8771,,,,,,,
17642,17642,department store,8024e49e,479700,"289,000","58,000","5,000",under investigation,0,03/04/2020,NA,fire,4426,,,,,,,
17643,17643,department store,2ff79345,271200,"388,000","78,000","2,000",settled,269200,05/10/2021,03/01/2022,nat cat,5811,,,,,,,
17644,17644,department store,e18cd2fa,223500,3e+05,"60,000","2,000",open,20000,23/11/2020,21/02/2021,theft,4662,,,,,,,
17645,17645,department store,e4ad293f,339500,"95,000","19,000","5,000",open,20000,13/08/2022,11/11/2022,theft,1528,,,,,,,
17646,17646,department store,8ccf09f4,673100,"309,000","62,000","2,000",settled,671100,14/10/2021,12/01/2022,fire,4672,,,,,,,
17647,17647,department store,0f9237a4,244100,"320,000","64,000","2,000",settled,242100,20/05/2022,18/08/2022,water damage,4717,,,,,,,
17648,17648,department store,9e9400a5,610000,"323,000","65,000","2,000",under investigation,0,06/06/2021,NA,water damage,4954,,,,,,,
17649,17649,department store,9cee364d,394700,"341,000","68,000","5,000",settled,389700,30/03/2019,28/06/2019,fire,5228,,,,,,,
17650,17650,department store,3de4cd29,302700,"230,000","46,000","5,000",settled,297700,01/04/2021,30/06/2021,water damage,3455,,,,,,,
17651,17651,department store,b803870f,367200,"384,000","77,000","2,000",open,20000,04/01/2019,04/04/2019,theft,5891,,,,,,,
17652,17652,department store,1b7ab342,514200,"382,000","76,000","5,000",open,20000,07/05/2020,05/08/2020,theft,5620,,,,,,,
17653,17653,department store,3ab150d5,326600,"332,000","66,000","5,000",settled,321600,29/07/2019,27/10/2019,fire,5060,,,,,,,
17654,17654,department store,f6291f0c,550000,"521,000","104,000","5,000",denied,0,24/01/2021,NA,water damage,7650,,,,,,,
17655,17655,department store,498d642e,886800,"457,000","91,000","5,000",settled,881800,22/11/2021,20/02/2022,fire,6885,,,,,,,
17656,17656,department store,d99d3a37,836700,"437,000","87,000","2,000",settled,834700,17/01/2022,17/04/2022,fire,6413,,,,,,,
17657,17657,department store,946f2b99,332200,"310,000","62,000","5,000",settled,327200,29/06/2021,27/09/2021,nat cat,4776,,,,,,,
17658,17658,department store,71e08e35,329600,"501,000",1e+05,"2,000",under investigation,0,13/07/2022,NA,fire,7422,,,,,,,
17659,17659,department store,108b1914,662800,"503,000","101,000","2,000",settled,660800,23/02/2019,24/05/2019,fire,7445,,,,,,,
17660,17660,department store,b7f729e4,645500,"313,000","63,000","2,000",settled,643500,19/09/2022,18/12/2022,water damage,4894,,,,,,,
17661,17661,department store,f7123885,546200,2e+05,"40,000","5,000",settled,541200,07/02/2022,08/05/2022,water damage,3198,,,,,,,
17662,17662,department store,3f79a325,595800,"472,000","94,000","5,000",settled,590800,18/12/2021,18/03/2022,fire,6899,,,,,,,
17663,17663,department store,0a4e3270,730700,"349,000","70,000","5,000",settled,725700,04/06/2022,02/09/2022,water damage,5275,,,,,,,
17664,17664,department store,5294dca5,366300,"408,000","82,000","2,000",settled,364300,31/01/2021,01/05/2021,nat cat,6282,,,,,,,
17665,17665,department store,3fc03d76,326400,"693,000","139,000","2,000",settled,324400,07/07/2023,05/10/2023,water damage,10231,,,,,,,
17666,17666,department store,23b2e674,559000,"501,000",1e+05,"5,000",under investigation,0,14/04/2020,NA,nat cat,7392,,,,,,,
17667,17667,department store,2c72152c,593900,"532,000","106,000","2,000",settled,591900,02/12/2020,02/03/2021,fire,8050,,,,,,,
17668,17668,department store,571e7044,312300,"399,000","80,000","5,000",under investigation,0,29/01/2020,NA,water damage,5951,,,,,,,
17669,17669,department store,71d59924,321500,"345,000","69,000","2,000",settled,319500,28/08/2020,26/11/2020,water damage,5337,,,,,,,
17670,17670,department store,554ad280,599500,"511,000","102,000","5,000",settled,594500,16/04/2020,15/07/2020,fire,7808,,,,,,,
17671,17671,department store,231eaa33,1661800,"340,000","68,000","5,000",under investigation,0,21/06/2022,NA,water damage,4947,,,,,,,
17672,17672,department store,66bd21b3,385100,"512,000","102,000","2,000",open,20000,17/08/2021,15/11/2021,theft,7778,,,,,,,
17673,17673,department store,4917860b,887400,"524,000","105,000","5,000",settled,882400,01/06/2020,30/08/2020,nat cat,7999,,,,,,,
17674,17674,department store,d83d74fb,1027700,"472,000","94,000","5,000",settled,1022700,23/01/2019,23/04/2019,nat cat,7226,,,,,,,
17675,17675,department store,dd011c0c,280200,"426,000","85,000","5,000",open,20000,21/02/2023,22/05/2023,theft,6301,,,,,,,
17676,17676,department store,90a8667b,404800,"373,000","75,000","5,000",settled,399800,21/03/2023,19/06/2023,water damage,5508,,,,,,,
17677,17677,department store,d37c0e0d,987800,"627,000","125,000","2,000",settled,985800,07/06/2022,05/09/2022,nat cat,9473,,,,,,,
17678,17678,department store,27e7dd06,218500,"360,000","72,000","2,000",settled,216500,16/08/2020,14/11/2020,fire,5499,,,,,,,
17679,17679,department store,30b8f848,396500,"181,000","36,000","2,000",settled,394500,18/07/2023,16/10/2023,nat cat,2892,,,,,,,
17680,17680,department store,9d553a8b,751200,"438,000","88,000","2,000",under investigation,0,12/08/2019,NA,fire,6476,,,,,,,
17681,17681,department store,88e2780c,333700,"655,000","131,000","2,000",settled,331700,10/10/2022,08/01/2023,fire,9965,,,,,,,
17682,17682,department store,77c28b8d,546000,"435,000","87,000","2,000",settled,544000,25/08/2020,23/11/2020,fire,6519,,,,,,,
17683,17683,department store,d34d9ff3,680500,"639,000","128,000","5,000",settled,675500,08/07/2022,06/10/2022,water damage,9565,,,,,,,
17684,17684,department store,e4c4165d,358600,"512,000","102,000","2,000",settled,356600,01/06/2022,30/08/2022,fire,7603,,,,,,,
17685,17685,department store,d99a6f70,566300,"168,000","34,000","2,000",settled,564300,19/11/2021,17/02/2022,water damage,2550,,,,,,,
17686,17686,department store,f21bd651,439300,"553,000","111,000","5,000",settled,434300,13/10/2022,11/01/2023,nat cat,8393,,,,,,,
17687,17687,department store,aae5d5b7,338100,"263,000","53,000","5,000",settled,333100,04/03/2020,02/06/2020,fire,3959,,,,,,,
17688,17688,department store,c99ff3cc,311800,"322,000","64,000","5,000",under investigation,0,14/05/2023,NA,water damage,4883,,,,,,,
17689,17689,department store,34ed4c36,239700,"132,000","26,000","2,000",settled,237700,23/04/2019,22/07/2019,water damage,2048,,,,,,,
17690,17690,department store,52a2f800,1359100,"372,000","74,000","5,000",settled,1354100,25/09/2023,24/12/2023,fire,5651,,,,,,,
17691,17691,department store,5f85080e,591900,"449,000","90,000","2,000",settled,589900,30/09/2021,29/12/2021,nat cat,6745,,,,,,,
17692,17692,department store,6279f510,499900,"387,000","77,000","2,000",settled,497900,26/09/2022,25/12/2022,water damage,5910,,,,,,,
17693,17693,department store,cd65efad,297700,"168,000","34,000","2,000",settled,295700,23/06/2022,21/09/2022,water damage,2474,,,,,,,
17694,17694,department store,2332d227,501300,"595,000","119,000","2,000",settled,499300,19/05/2023,17/08/2023,nat cat,8809,,,,,,,
17695,17695,department store,06c68d3c,498600,"342,000","68,000","5,000",settled,493600,03/07/2019,01/10/2019,fire,5093,,,,,,,
17696,17696,department store,a0ab4c76,211800,"319,000","64,000","2,000",settled,209800,25/09/2020,24/12/2020,fire,4895,,,,,,,
17697,17697,department store,6029cb70,353300,"408,000","82,000","2,000",settled,351300,17/04/2022,16/07/2022,nat cat,6308,,,,,,,
17698,17698,department store,d098c956,457800,"356,000","71,000","5,000",settled,452800,12/08/2020,10/11/2020,fire,5204,,,,,,,
17699,17699,department store,fdfc9275,336200,"478,000","96,000","2,000",settled,334200,28/03/2020,26/06/2020,nat cat,7238,,,,,,,
17700,17700,department store,65cd4933,562700,"224,000","45,000","2,000",settled,560700,25/08/2020,23/11/2020,fire,3469,,,,,,,
17701,17701,department store,3bb6181c,265600,"384,000","77,000","5,000",settled,260600,07/06/2021,05/09/2021,water damage,5633,,,,,,,
17702,17702,department store,8f7fd421,263600,"287,000","57,000","2,000",settled,261600,02/03/2021,31/05/2021,nat cat,4344,,,,,,,
17703,17703,department store,8e2ea53d,325300,"396,000","79,000","5,000",settled,320300,17/02/2021,18/05/2021,fire,6065,,,,,,,
17704,17704,department store,5b8b8e1d,461700,"470,000","94,000","5,000",under investigation,0,16/11/2020,NA,fire,7019,,,,,,,
17705,17705,department store,74fade5b,1258500,"486,000","97,000","5,000",open,20000,04/10/2021,02/01/2022,theft,7358,,,,,,,
17706,17706,department store,b38b1f0d,456100,"328,000","66,000","2,000",settled,454100,15/10/2023,13/01/2024,nat cat,4969,,,,,,,
17707,17707,department store,456bf6db,225300,"306,000","61,000","5,000",settled,220300,15/02/2020,15/05/2020,nat cat,4391,,,,,,,
17708,17708,department store,9ec9de46,237100,"520,000","104,000","5,000",settled,232100,27/08/2021,25/11/2021,fire,7875,,,,,,,
17709,17709,department store,aa673a1f,496700,"553,000","111,000","5,000",settled,491700,28/12/2021,28/03/2022,water damage,8436,,,,,,,
17710,17710,department store,b646fedb,1666500,"249,000","50,000","5,000",settled,1661500,12/05/2022,10/08/2022,fire,3603,,,,,,,
17711,17711,department store,5bf95e68,187700,"253,000","51,000","5,000",settled,182700,08/02/2022,09/05/2022,nat cat,3986,,,,,,,
17712,17712,department store,5db0ae23,291500,"353,000","71,000","2,000",settled,289500,08/06/2021,06/09/2021,water damage,5345,,,,,,,
17713,17713,department store,523fd781,216700,"606,000","121,000","5,000",settled,211700,04/03/2021,02/06/2021,fire,9201,,,,,,,
17714,17714,department store,24d48e8d,607600,"408,000","82,000","2,000",settled,605600,01/01/2019,01/04/2019,fire,6314,,,,,,,
17715,17715,department store,d75ef923,564100,"222,000","44,000","5,000",under investigation,0,31/01/2020,NA,fire,3287,,,,,,,
17716,17716,department store,c3ae2cd7,237500,"608,000","122,000","5,000",settled,232500,04/03/2020,02/06/2020,water damage,9198,,,,,,,
17717,17717,department store,bea8dcae,535500,"595,000","119,000","5,000",settled,530500,06/09/2019,05/12/2019,fire,9119,,,,,,,
17718,17718,department store,b139232a,420800,"393,000","79,000","2,000",open,20000,04/06/2021,02/09/2021,theft,6003,,,,,,,
17719,17719,department store,288765b7,254800,"373,000","75,000","5,000",settled,249800,25/11/2019,23/02/2020,fire,5686,,,,,,,
17720,17720,department store,6d913a3d,386600,"362,000","72,000","5,000",settled,381600,06/07/2023,04/10/2023,fire,5591,,,,,,,
17721,17721,department store,edbe5161,737700,"569,000","114,000","2,000",settled,735700,11/02/2020,11/05/2020,nat cat,8438,,,,,,,
17722,17722,department store,f801951c,358700,"132,000","26,000","5,000",settled,353700,13/03/2022,11/06/2022,nat cat,2003,,,,,,,
17723,17723,department store,8c785f93,609100,"276,000","55,000","2,000",settled,607100,24/07/2020,22/10/2020,fire,4028,,,,,,,
17724,17724,department store,555e12da,490900,"239,000","48,000","2,000",under investigation,0,27/07/2020,NA,nat cat,3386,,,,,,,
17725,17725,department store,1ffb75d1,571600,"405,000","81,000","2,000",settled,569600,18/01/2019,18/04/2019,fire,6232,,,,,,,
17726,17726,department store,fe5b9178,224300,"613,000","123,000","2,000",settled,222300,28/04/2022,27/07/2022,water damage,9106,,,,,,,
17727,17727,department store,b3ae7c53,314000,"555,000","111,000","5,000",open,20000,21/03/2021,19/06/2021,theft,8189,,,,,,,
17728,17728,department store,60a55087,468400,"368,000","74,000","2,000",settled,466400,20/11/2023,18/02/2024,water damage,5581,,,,,,,
17729,17729,department store,881ba2e7,445800,1e+05,"20,000","2,000",under investigation,0,24/04/2019,NA,fire,1649,,,,,,,
17730,17730,department store,01f794f9,324800,"526,000","105,000","2,000",settled,322800,04/12/2022,04/03/2023,nat cat,7926,,,,,,,
17731,17731,department store,8a65df37,184700,"203,000","41,000","2,000",settled,182700,03/04/2022,02/07/2022,fire,3143,,,,,,,
17732,17732,department store,bebf4d34,442700,"477,000","95,000","2,000",settled,440700,10/03/2021,08/06/2021,nat cat,7296,,,,,,,
17733,17733,department store,97347e5b,849500,"347,000","69,000","2,000",settled,847500,06/08/2019,04/11/2019,fire,5321,,,,,,,
17734,17734,department store,13e36c2f,328300,"696,000","139,000","5,000",settled,323300,27/03/2021,25/06/2021,water damage,10608,,,,,,,
17735,17735,department store,9ae47f63,401000,"332,000","66,000","5,000",settled,396000,13/05/2022,11/08/2022,nat cat,5054,,,,,,,
17736,17736,department store,67096514,364500,"517,000","103,000","5,000",under investigation,0,16/01/2019,NA,water damage,7719,,,,,,,
17737,17737,department store,6ed0022b,627700,"673,000","135,000","2,000",settled,625700,28/03/2019,26/06/2019,fire,10285,,,,,,,
17738,17738,department store,a32a0ce9,496700,"446,000","89,000","5,000",denied,0,30/06/2022,NA,nat cat,6795,,,,,,,
17739,17739,department store,0da7d9b8,316600,"499,000",1e+05,"5,000",under investigation,0,15/05/2023,NA,water damage,7507,,,,,,,
17740,17740,department store,1c01daf9,313400,"536,000","107,000","2,000",settled,311400,16/02/2023,17/05/2023,water damage,8076,,,,,,,
17741,17741,department store,fcc559e4,134800,"353,000","71,000","5,000",settled,129800,24/08/2020,22/11/2020,fire,5304,,,,,,,
17742,17742,department store,76806fe9,515300,"406,000","81,000","5,000",settled,510300,21/02/2019,22/05/2019,fire,6089,,,,,,,
17743,17743,department store,65928259,456000,"383,000","77,000","5,000",settled,451000,02/08/2023,31/10/2023,water damage,5937,,,,,,,
17744,17744,department store,ae462072,882800,"286,000","57,000","2,000",settled,880800,21/05/2023,19/08/2023,nat cat,4432,,,,,,,
17745,17745,department store,42a9dcfd,425200,"321,000","64,000","2,000",settled,423200,02/08/2023,31/10/2023,water damage,4741,,,,,,,
17746,17746,department store,2efcd82e,597600,"614,000","123,000","5,000",settled,592600,12/04/2022,11/07/2022,fire,9168,,,,,,,
17747,17747,department store,e1675a57,1363200,"422,000","84,000","2,000",settled,1361200,09/09/2019,08/12/2019,water damage,6130,,,,,,,
17748,17748,department store,a4d286d3,323200,"267,000","53,000","2,000",settled,321200,10/03/2019,08/06/2019,fire,3847,,,,,,,
17749,17749,department store,022083b7,330600,"484,000","97,000","2,000",settled,328600,21/05/2021,19/08/2021,water damage,7278,,,,,,,
17750,17750,department store,954d08be,361600,"614,000","123,000","2,000",settled,359600,22/09/2021,21/12/2021,nat cat,9127,,,,,,,
17751,17751,department store,5717e4d5,436000,"362,000","72,000","5,000",settled,431000,30/12/2020,30/03/2021,water damage,5556,,,,,,,
17752,17752,department store,aaeb86b4,297200,"428,000","86,000","2,000",settled,295200,28/07/2019,26/10/2019,nat cat,6529,,,,,,,
17753,17753,department store,d5d4e32d,446000,"381,000","76,000","2,000",settled,444000,15/09/2019,14/12/2019,fire,5730,,,,,,,
17754,17754,department store,b6a225d1,681700,"278,000","56,000","5,000",settled,676700,21/03/2019,19/06/2019,fire,4368,,,,,,,
17755,17755,department store,3770e646,588500,"377,000","75,000","2,000",settled,586500,16/11/2020,14/02/2021,fire,5709,,,,,,,
17756,17756,department store,28644b19,254200,"336,000","67,000","5,000",under investigation,0,09/05/2019,NA,fire,4974,,,,,,,
